Order ID,Purchase Date,Ship Date,Returned,Return Date,Continent,Country,City,Store ID,Store Name,Store Type,Channel,Priority,Payment Method,Promotion ID,Promotion Name,Customer ID,Customer Segment,Loyalty Tier,Salesperson ID,Salesperson Department,Product ID,SKU,Product Name,Category,Subcategory,Brand,Quantity,Unit Cost,Unit Price,Discount Amount,Tax Amount,Shipping Cost,Gross Sales,Net Sales,COGS,Gross Profit
O900290,1/29/24,2/4/24,No,,North America,United States,Austin,S011,City Outlet - Austin,Mall,Online,Normal,Wallet,BUNDLE12,Bundle 12%,C00265,Family,Silver,E0028,New Sales,P0146,SKU-100145,Local Household Value,Grocery,Household,Local,2,3,5,2,1,0,10,8,6,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903299,1/29/24,,No,,North America,United States,Chicago,S012,Main Street Retail - Chicago,Outlet,In-Store,Normal,Card,WEEKEND10,Weekend 10%,C00287,Family,None,E0069,New Sales,P0178,SKU-100177,Local Snacks Eco,Grocery,Snacks,Local,1,16,28,3,2,0,28,25,16,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903921,1/29/24,,No,,North America,United States,Los Angeles,S015,Main Street Retail - Los Angeles,Warehouse,In-Store,Low,Card,BUNDLE12,Bundle 12%,C00732,Family,None,E0015,Customer Care,P0084,SKU-100083,Acer Laptops Max,Electronics,Laptops,Acer,2,571,948,284,129,0,1896,1612,1142,470
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903962,1/29/24,,No,,Europe,United Kingdom,Manchester,S019,Everyday Store - Manchester,Mall,In-Store,Low,Card,LOYALTY5,Loyalty 5%,C00900,Enterprise,None,E0019,Customer Care,P0072,SKU-100071,Lenovo Laptops Basic,Electronics,Laptops,Lenovo,1,1294,1564,109,116,0,1564,1455,1294,161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902824,1/29/24,2/5/24,No,,North America,United States,Austin,S011,City Outlet - Austin,Mall,Online,Normal,Finance,LOYALTY5,Loyalty 5%,C00481,Family,Bronze,E0040,New Sales,P0058,SKU-100057,Local Household Premium,Grocery,Household,Local,2,21,30,3,5,0,60,57,42,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904941,1/29/24,,No,,Africa,South Africa,Pretoria,S005,ValueMart - Pretoria,Warehouse,In-Store,Normal,Finance,LOYALTY5,Loyalty 5%,C01097,Business,Silver,E0039,Customer Care,P0040,SKU-100039,Samsung Tablets Max,Electronics,Tablets,Samsung,2,1037,1494,209,417,0,2988,2779,2074,705
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903487,1/30/24,2/6/24,No,,Europe,United Kingdom,Birmingham,S020,Tech & Home - Birmingham,High Street,Online,High,Card,WEEKEND10,Weekend 10%,C01107,Family,Silver,E0043,Customer Care,P0166,SKU-100165,Local Men Standard (M),Clothing,Men,Local,1,66,101,13,7,80,101,88,66,22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901556,1/30/24,,No,,Europe,United Kingdom,Manchester,S019,Everyday Store - Manchester,Mall,In-Store,Normal,Card,CLEARANCE15,Clearance 15%,C01144,Budget,None,E0056,Corporate,P0151,SKU-100150,LG Appliances Eco,Home,Appliances,LG,1,854,1122,202,74,0,1122,920,854,66
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902168,1/30/24,,No,,North America,United States,New York,S010,Everyday Store - New York,Warehouse,In-Store,Normal,Card,CLEARANCE15,Clearance 15%,C00985,Business,Silver,E0020,New Sales,P0141,SKU-100140,Local Beverages Eco,Grocery,Beverages,Local,1,11,13,2,1,0,13,11,11,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900454,1/30/24,1/31/24,No,,North America,United States,Austin,S011,City Outlet - Austin,Mall,Online,Low,Finance,LOYALTY5,Loyalty 5%,C00163,Business,Gold,E0010,New Sales,P0024,SKU-100023,Samsung Appliances Eco,Home,Appliances,Samsung,2,291,410,41,62,45,820,779,582,197
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902340,1/30/24,,No,,North America,United States,New York,S009,ValueMart - New York,Warehouse,In-Store,Low,EFT,CLEARANCE15,Clearance 15%,C00415,Business,Bronze,E0004,Upgrades,P0119,SKU-100118,Local Kids Eco (L),Clothing,Kids,Local,1,79,126,19,9,0,126,107,79,28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903271,1/30/24,,No,,Europe,United Kingdom,London,S016,Everyday Store - London,Mall,In-Store,High,Card,BUNDLE12,Bundle 12%,C00017,Budget,Bronze,E0035,Corporate,P0090,SKU-100089,Samsung Appliances Premium,Home,Appliances,Samsung,2,655,864,242,119,0,1728,1486,1310,176
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902239,1/30/24,2/5/24,No,,Europe,United Kingdom,Manchester,S018,ValueMart - Manchester,High Street,Online,High,Card,LOYALTY5,Loyalty 5%,C00934,Business,Gold,E0057,Upgrades,P0050,SKU-100049,Samsung Appliances Value,Home,Appliances,Samsung,2,1148,1352,135,206,45,2704,2569,2296,273
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904831,1/30/24,,No,,Europe,United Kingdom,London,S016,Everyday Store - London,Mall,In-Store,Normal,Finance,WEEKEND10,Weekend 10%,C00138,Family,Gold,E0039,Customer Care,P0009,SKU-100008,Apple Tablets Basic,Electronics,Tablets,Apple,4,1395,2251,1171,627,0,9004,7833,5580,2253
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901003,1/31/24,,No,,North America,United States,Los Angeles,S014,Tech & Home - Los Angeles,Mall,In-Store,Normal,Card,LOYALTY5,Loyalty 5%,C00517,Family,Bronze,E0001,Upgrades,P0013,SKU-100012,Local Kids Eco (S),Clothing,Kids,Local,3,54,68,20,15,0,204,184,162,22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904898,1/31/24,2/6/24,No,,Africa,Kenya,Kisumu,S008,Tech & Home - Kisumu,Warehouse,Online,Normal,Card,NONE,No Promotion,C00629,Enterprise,None,E0057,Upgrades,P0133,SKU-100132,Belkin Accessories Air,Electronics,Accessories,Belkin,2,931,1462,0,439,45,2924,2924,1862,1062
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901453,1/31/24,,No,,Europe,United Kingdom,Manchester,S018,ValueMart - Manchester,High Street,In-Store,Normal,Card,LOYALTY5,Loyalty 5%,C00064,Family,Gold,E0002,Corporate,P0150,SKU-100149,Samsung Appliances Standard,Home,Appliances,Samsung,1,854,1025,51,78,0,1025,974,854,120
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901774,1/31/24,,No,,Africa,Kenya,Mombasa,S007,Tech & Home - Mombasa,Warehouse,In-Store,Low,Card,CLEARANCE15,Clearance 15%,C01028,Family,None,E0043,Customer Care,P0067,SKU-100066,Tefal Kitchen Premium,Home,Kitchen,Tefal,1,95,128,19,16,0,128,109,95,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902685,1/31/24,2/5/24,No,,North America,United States,Austin,S011,City Outlet - Austin,Mall,Online,Normal,EFT,BUNDLE12,Bundle 12%,C00316,Budget,None,E0052,Corporate,P0138,SKU-100137,Local Beverages Value,Grocery,Beverages,Local,1,5,7,1,0,0,7,6,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901910,1/31/24,2/3/24,No,,Africa,Kenya,Kisumu,S008,Tech & Home - Kisumu,Warehouse,Partner,Normal,Card,CLEARANCE15,Clearance 15%,C00482,Family,None,E0044,Customer Care,P0006,SKU-100005,Local Snacks Value,Grocery,Snacks,Local,1,5,8,2,1,45,8,6,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902967,1/31/24,2/5/24,No,,Africa,South Africa,Johannesburg,S001,ValueMart - Johannesburg,High Street,Online,Low,Card,CLEARANCE15,Clearance 15%,C00242,Student,None,E0017,New Sales,P0081,SKU-100080,Local Household Premium,Grocery,Household,Local,2,8,14,5,3,0,28,23,16,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902994,1/31/24,,No,,Africa,Kenya,Kisumu,S008,Tech & Home - Kisumu,Warehouse,In-Store,Normal,Finance,CLEARANCE15,Clearance 15%,C00042,Student,None,E0033,Upgrades,P0180,SKU-100179,Anker Accessories Pro,Electronics,Accessories,Anker,1,1255,2147,322,274,0,2147,1825,1255,570
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903139,1/31/24,2/3/24,No,,North America,United States,Los Angeles,S014,Tech & Home - Los Angeles,Mall,Online,Normal,Card,WEEKEND10,Weekend 10%,C01025,Budget,None,E0054,Corporate,P0004,SKU-100003,LG Appliances Eco,Home,Appliances,LG,1,72,93,12,6,60,93,81,72,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903141,1/31/24,,No,,North America,United States,Los Angeles,S014,Tech & Home - Los Angeles,Mall,In-Store,Low,Finance,CLEARANCE15,Clearance 15%,C00204,Family,None,E0032,New Sales,P0165,SKU-100164,Local Household Value,Grocery,Household,Local,2,9,12,4,2,0,24,20,18,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901145,1/31/24,2/1/24,No,,Africa,Kenya,Nairobi,S006,Everyday Store - Nairobi,High Street,Online,Low,Wallet,CLEARANCE15,Clearance 15%,C00016,Family,None,E0029,New Sales,P0176,SKU-100175,Bosch Cleaning Premium,Home,Cleaning,Bosch,2,791,1366,492,336,0,2732,2240,1582,658
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904132,1/31/24,,No,,Africa,Kenya,Kisumu,S008,Tech & Home - Kisumu,Warehouse,In-Store,Normal,Card,LOYALTY5,Loyalty 5%,C00022,Family,Silver,E0019,Customer Care,P0009,SKU-100008,Apple Tablets Basic,Electronics,Tablets,Apple,4,1395,2251,720,1243,0,9004,8284,5580,2704
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904368,1/31/24,,No,,North America,United States,Austin,S011,City Outlet - Austin,Mall,In-Store,Normal,Wallet,BUNDLE12,Bundle 12%,C00493,Business,Bronze,E0007,Upgrades,P0136,SKU-100135,Samsung Phones Basic,Electronics,Phones,Samsung,3,373,622,280,127,0,1866,1586,1119,467
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904760,1/31/24,,No,,Africa,Kenya,Kisumu,S008,Tech & Home - Kisumu,Warehouse,In-Store,Low,Card,NONE,No Promotion,C00230,Business,Bronze,E0024,Customer Care,P0127,SKU-100126,LG Appliances Value,Home,Appliances,LG,3,167,231,35,99,0,693,658,501,157
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903251,1/31/24,2/3/24,No,,Africa,South Africa,Durban,S003,Everyday Store - Durban,Mall,Online,Normal,Wallet,LOYALTY5,Loyalty 5%,C00298,Student,None,E0004,Upgrades,P0168,SKU-100167,Russell Hobbs Kitchen Premium,Home,Kitchen,Russell Hobbs,2,905,1099,176,303,80,2198,2022,1810,212
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903581,2/1/24,2/7/24,No,,Africa,South Africa,Johannesburg,S001,ValueMart - Johannesburg,High Street,Online,Normal,Card,NONE,No Promotion,C00543,Family,Silver,E0003,New Sales,P0026,SKU-100025,Local Women Standard (S),Clothing,Women,Local,4,129,155,12,91,60,620,608,516,92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900353,2/1/24,2/2/24,No,,Africa,South Africa,Durban,S003,Everyday Store - Durban,Mall,Online,Low,Card,NONE,No Promotion,C00899,Family,Silver,E0013,Corporate,P0154,SKU-100153,Samsung Phones Pro,Electronics,Phones,Samsung,1,1270,1986,0,298,60,1986,1986,1270,716
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904896,2/1/24,2/8/24,No,,Africa,Kenya,Kisumu,S008,Tech & Home - Kisumu,Warehouse,Online,Normal,Card,BUNDLE12,Bundle 12%,C00153,Budget,Bronze,E0015,Customer Care,P0046,SKU-100045,Dell Laptops Max,Electronics,Laptops,Dell,1,620,745,89,98,45,745,656,620,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901184,2/1/24,,No,,North America,United States,Seattle,S013,Tech & Home - Seattle,Mall,In-Store,Normal,Card,BUNDLE12,Bundle 12%,C00092,Business,Bronze,E0045,Upgrades,P0178,SKU-100177,Local Snacks Eco,Grocery,Snacks,Local,1,16,28,5,2,0,28,23,16,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901518,2/1/24,2/3/24,No,,North America,United States,Seattle,S013,Tech & Home - Seattle,Mall,Partner,Normal,EFT,CLEARANCE15,Clearance 15%,C00985,Business,Silver,E0069,New Sales,P0068,SKU-100067,Samsung Phones Pro,Electronics,Phones,Samsung,2,905,1219,414,162,0,2438,2024,1810,214
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902399,2/1/24,2/7/24,No,,North America,United States,Austin,S011,City Outlet - Austin,Mall,Online,High,Card,WEEKEND10,Weekend 10%,C00410,Enterprise,Bronze,E0062,New Sales,P0143,SKU-100142,Dell Laptops Pro,Electronics,Laptops,Dell,4,1018,1343,698,374,45,5372,4674,4072,602
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900583,2/1/24,2/2/24,No,,Europe,United Kingdom,Birmingham,S021,Main Street Retail - Birmingham,High Street,Online,Normal,Card,BUNDLE12,Bundle 12%,C00683,Budget,Silver,E0013,Corporate,P0028,SKU-100027,Local Household Eco,Grocery,Household,Local,3,28,35,13,7,80,105,92,84,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903211,2/1/24,,No,,Europe,United Kingdom,Manchester,S018,ValueMart - Manchester,High Street,In-Store,High,Wallet,LOYALTY5,Loyalty 5%,C00980,Family,None,E0032,New Sales,P0070,SKU-100069,Samsung Phones Basic,Electronics,Phones,Samsung,4,1170,1721,482,512,0,6884,6402,4680,1722
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901856,2/1/24,2/2/24,No,,Africa,South Africa,Pretoria,S005,ValueMart - Pretoria,Warehouse,Partner,Normal,Card,WEEKEND10,Weekend 10%,C00985,Business,Silver,E0065,Corporate,P0178,SKU-100177,Local Snacks Eco,Grocery,Snacks,Local,1,16,28,3,4,60,28,25,16,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903683,2/1/24,2/5/24,No,,North America,United States,Chicago,S012,Main Street Retail - Chicago,Outlet,Online,Normal,Card,LOYALTY5,Loyalty 5%,C00823,Enterprise,None,E0036,Customer Care,P0042,SKU-100041,Local Beverages Value,Grocery,Beverages,Local,3,27,37,8,8,60,111,103,81,22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903887,2/1/24,,No,,North America,United States,Los Angeles,S014,Tech & Home - Los Angeles,Mall,In-Store,High,Card,CLEARANCE15,Clearance 15%,C00118,Family,None,E0038,Customer Care,P0151,SKU-100150,LG Appliances Eco,Home,Appliances,LG,2,854,1122,404,147,0,2244,1840,1708,132
O904820,2/1/24,2/4/24,No,,Europe,United Kingdom,Manchester,S019,Everyday Store - Manchester,Mall,Partner,Normal,Wallet,LOYALTY5,Loyalty 5%,C00424,Budget,Gold,E0026,Customer Care,P0057,SKU-100056,Local Snacks Eco,Grocery,Snacks,Local,2,2,4,1,1,30,8,7,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900116,2/1/24,2/7/24,No,,North America,United States,Chicago,S012,Main Street Retail - Chicago,Outlet,Partner,Normal,Finance,NONE,No Promotion,C00620,Business,None,E0031,Upgrades,P0091,SKU-100090,Local Snacks Value,Grocery,Snacks,Local,2,16,23,2,4,45,46,44,32,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901414,2/2/24,2/5/24,No,,Europe,United Kingdom,London,S016,Everyday Store - London,Mall,Online,Normal,Card,LOYALTY5,Loyalty 5%,C00020,Business,None,E0037,Corporate,P0051,SKU-100050,Local Men Eco (S),Clothing,Men,Local,1,80,99,7,7,30,99,92,80,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900733,2/2/24,2/4/24,No,,North America,United States,Los Angeles,S015,Main Street Retail - Los Angeles,Warehouse,Online,Low,Card,NONE,No Promotion,C00083,Business,None,E0035,Corporate,P0046,SKU-100045,Dell Laptops Max,Electronics,Laptops,Dell,1,620,745,0,60,80,745,745,620,125
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904717,2/2/24,2/3/24,No,,Europe,United Kingdom,Manchester,S018,ValueMart - Manchester,High Street,Partner,High,EFT,WEEKEND10,Weekend 10%,C00181,Budget,None,E0008,Customer Care,P0161,SKU-100160,Apple Phones Air,Electronics,Phones,Apple,2,1283,1918,460,270,0,3836,3376,2566,810
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901551,2/2/24,,No,,Europe,United Kingdom,Manchester,S018,ValueMart - Manchester,High Street,In-Store,Normal,Card,WEEKEND10,Weekend 10%,C00646,Business,Bronze,E0018,Corporate,P0069,SKU-100068,Samsung Phones Basic,Electronics,Phones,Samsung,1,1931,2296,276,162,0,2296,2020,1931,89
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901679,2/2/24,2/9/24,No,,Europe,United Kingdom,Birmingham,S021,Main Street Retail - Birmingham,High Street,Online,Normal,EFT,BUNDLE12,Bundle 12%,C00699,Business,Silver,E0051,New Sales,P0042,SKU-100041,Local Beverages Value,Grocery,Beverages,Local,4,27,37,25,10,80,148,123,108,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901914,2/2/24,,No,,Africa,South Africa,Pretoria,S005,ValueMart - Pretoria,Warehouse,In-Store,Normal,Card,CLEARANCE15,Clearance 15%,C00741,Business,None,E0048,Customer Care,P0121,SKU-100120,Local Kids Premium (S),Clothing,Kids,Local,1,84,133,23,16,0,133,110,84,26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900351,2/2/24,2/8/24,No,,Africa,Kenya,Kisumu,S008,Tech & Home - Kisumu,Warehouse,Online,Normal,Card,LOYALTY5,Loyalty 5%,C00868,Student,None,E0010,New Sales,P0177,SKU-100176,LG Appliances Value,Home,Appliances,LG,1,107,148,12,20,0,148,136,107,29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903066,2/2/24,,No,,Africa,South Africa,Pretoria,S005,ValueMart - Pretoria,Warehouse,In-Store,Low,Card,LOYALTY5,Loyalty 5%,C01044,Business,None,E0025,New Sales,P0101,SKU-100100,Tefal Kitchen Standard,Home,Kitchen,Tefal,1,794,1414,141,191,0,1414,1273,794,479
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903899,2/2/24,,No,,Africa,Kenya,Kisumu,S008,Tech & Home - Kisumu,Warehouse,In-Store,Low,Cash,NONE,No Promotion,C00836,Budget,None,E0014,New Sales,P0072,SKU-100071,Lenovo Laptops Basic,Electronics,Laptops,Lenovo,2,1294,1564,156,446,0,3128,2972,2588,384
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902389,2/2/24,2/6/24,No,,North America,United States,Chicago,S012,Main Street Retail - Chicago,Outlet,Online,Normal,EFT,BUNDLE12,Bundle 12%,C01125,Family,Gold,E0028,New Sales,P0053,SKU-100052,Bosch Cleaning Standard,Home,Cleaning,Bosch,2,1150,1447,347,204,45,2894,2547,2300,247
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900547,2/3/24,2/7/24,No,,Africa,South Africa,Johannesburg,S001,ValueMart - Johannesburg,High Street,Online,Normal,Card,WEEKEND10,Weekend 10%,C00438,Enterprise,Silver,E0060,New Sales,P0085,SKU-100084,Local Kids Standard (L),Clothing,Kids,Local,2,60,73,22,19,45,146,124,120,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903761,2/3/24,2/6/24,No,,North America,United States,New York,S009,ValueMart - New York,Warehouse,Online,Low,Wallet,WEEKEND10,Weekend 10%,C00586,Family,None,E0062,New Sales,P0033,SKU-100032,Local Men Eco (L),Clothing,Men,Local,2,82,134,27,19,45,268,241,164,77
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901172,2/3/24,,No,,Europe,United Kingdom,Manchester,S018,ValueMart - Manchester,High Street,In-Store,Normal,Card,NONE,No Promotion,C00543,Family,Silver,E0055,Corporate,P0064,SKU-100063,Logitech Accessories Plus,Electronics,Accessories,Logitech,2,1661,2008,0,321,0,4016,4016,3322,694
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901446,2/3/24,,No,,Europe,United Kingdom,Birmingham,S020,Tech & Home - Birmingham,High Street,In-Store,Normal,Cash,NONE,No Promotion,C00730,Family,Bronze,E0058,Customer Care,P0009,SKU-100008,Apple Tablets Basic,Electronics,Tablets,Apple,1,1395,2251,68,175,0,2251,2183,1395,788
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902010,2/3/24,2/10/24,No,,Europe,United Kingdom,Manchester,S018,ValueMart - Manchester,High Street,Online,High,Finance,LOYALTY5,Loyalty 5%,C00188,Business,None,E0006,New Sales,P0147,SKU-100146,Belkin Accessories Max,Electronics,Accessories,Belkin,4,1162,2056,411,625,45,8224,7813,4648,3165
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901738,2/3/24,,No,,Europe,United Kingdom,Manchester,S018,ValueMart - Manchester,High Street,In-Store,High,EFT,CLEARANCE15,Clearance 15%,C00469,Family,Bronze,E0001,Upgrades,P0138,SKU-100137,Local Beverages Value,Grocery,Beverages,Local,1,5,7,1,0,0,7,6,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904859,2/3/24,2/4/24,No,,North America,United States,Los Angeles,S015,Main Street Retail - Los Angeles,Warehouse,Online,High,Card,LOYALTY5,Loyalty 5%,C00550,Enterprise,None,E0044,Customer Care,P0141,SKU-100140,Local Beverages Eco,Grocery,Beverages,Local,1,11,13,1,1,45,13,12,11,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901706,2/3/24,2/6/24,No,,Africa,South Africa,Durban,S003,Everyday Store - Durban,Mall,Online,Normal,EFT,CLEARANCE15,Clearance 15%,C01108,Student,Silver,E0006,New Sales,P0140,SKU-100139,Local Household Eco,Grocery,Household,Local,1,21,38,7,5,80,38,31,21,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900955,2/3/24,2/5/24,No,,Africa,Kenya,Mombasa,S007,Tech & Home - Mombasa,Warehouse,Online,Normal,Card,LOYALTY5,Loyalty 5%,C00136,Family,None,E0021,New Sales,P0001,SKU-100000,Bosch Appliances Eco,Home,Appliances,Bosch,1,358,581,29,83,60,581,552,358,194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903865,2/3/24,,No,,Africa,South Africa,Pretoria,S005,ValueMart - Pretoria,Warehouse,In-Store,High,Card,NONE,No Promotion,C01178,Enterprise,Bronze,E0052,Corporate,P0165,SKU-100164,Local Household Value,Grocery,Household,Local,3,9,12,2,5,0,36,34,27,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903936,2/3/24,,No,,Europe,United Kingdom,London,S016,Everyday Store - London,Mall,In-Store,Normal,Cash,NONE,No Promotion,C00659,Budget,Bronze,E0011,Customer Care,P0167,SKU-100166,Belkin Accessories Plus,Electronics,Accessories,Belkin,2,510,848,51,132,0,1696,1645,1020,625
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904210,2/3/24,,No,,North America,United States,Seattle,S013,Tech & Home - Seattle,Mall,In-Store,Normal,Card,NONE,No Promotion,C00595,Budget,Bronze,E0026,Customer Care,P0094,SKU-100093,Belkin Accessories Air,Electronics,Accessories,Belkin,3,1562,2138,0,513,0,6414,6414,4686,1728
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904459,2/3/24,,No,,North America,United States,Austin,S011,City Outlet - Austin,Mall,In-Store,Normal,Finance,WEEKEND10,Weekend 10%,C01012,Family,None,E0002,Corporate,P0124,SKU-100123,Acer Laptops Air,Electronics,Laptops,Acer,1,833,1098,132,77,0,1098,966,833,133
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901598,2/3/24,2/7/24,No,,Africa,South Africa,Cape Town,S002,Everyday Store - Cape Town,Outlet,Online,Normal,Cash,WEEKEND10,Weekend 10%,C00064,Family,Gold,E0066,Upgrades,P0053,SKU-100052,Bosch Cleaning Standard,Home,Cleaning,Bosch,2,1150,1447,434,369,30,2894,2460,2300,160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903436,2/4/24,2/5/24,No,,North America,United States,Chicago,S012,Main Street Retail - Chicago,Outlet,Online,Normal,Card,BUNDLE12,Bundle 12%,C00230,Business,Bronze,E0052,Corporate,P0007,SKU-100006,Samsung Phones Max,Electronics,Phones,Samsung,4,938,1598,895,440,45,6392,5497,3752,1745
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900139,2/4/24,,No,,North America,United States,Austin,S011,City Outlet - Austin,Mall,In-Store,Normal,Card,CLEARANCE15,Clearance 15%,C01148,Family,Bronze,E0028,New Sales,P0090,SKU-100089,Samsung Appliances Premium,Home,Appliances,Samsung,1,655,864,173,55,0,864,691,655,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904122,2/4/24,2/9/24,No,,Europe,United Kingdom,Manchester,S018,ValueMart - Manchester,High Street,Online,Normal,Card,BUNDLE12,Bundle 12%,C00908,Budget,Bronze,E0030,Corporate,P0106,SKU-100105,Samsung Tablets Pro,Electronics,Tablets,Samsung,1,1692,2241,336,152,0,2241,1905,1692,213
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900493,2/4/24,,No,,Africa,South Africa,Pretoria,S005,ValueMart - Pretoria,Warehouse,In-Store,High,Wallet,BUNDLE12,Bundle 12%,C00303,Business,None,E0050,Customer Care,P0082,SKU-100081,Belkin Accessories Basic,Electronics,Accessories,Belkin,1,965,1432,215,183,0,1432,1217,965,252
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901155,2/4/24,,No,,North America,United States,Seattle,S013,Tech & Home - Seattle,Mall,In-Store,Normal,Card,NONE,No Promotion,C00872,Student,Bronze,E0013,Corporate,P0107,SKU-100106,Local Household Eco,Grocery,Household,Local,4,24,36,0,12,0,144,144,96,48
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901192,2/4/24,,No,,North America,United States,Los Angeles,S015,Main Street Retail - Los Angeles,Warehouse,In-Store,Normal,Card,NONE,No Promotion,C00980,Family,None,E0061,New Sales,P0110,SKU-100109,Google Phones Air,Electronics,Phones,Google,2,1449,2086,0,334,0,4172,4172,2898,1274
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
